Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,Temp SP,,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
420182,,TRIU8504799,0,COCTG,ESVLC/ESVLC,Unchecked,,-18,,-19.4,,-18.1,,,,,,,,,,
380310,,TTNU8636614,0,COCTG,FRMRS/FRMRS,Checked,,1,,0.88,,1.13,,,0,10.9,,,0,0.3,,
340184,,SZLU9498155,0,COCTG,ESBCN/ESBCN,Checked,,1,,0.9,,1.54,,,,,,,,,,
380308,,CGMU6543796,0,COCTG,FRMRS/FRMRS,Checked,,1,,1.19,,1.88,,,,,,,,,,
420308,,TEMU9238269,0,COCTG,ESVLC/ESVLC,Unchecked,,-21,,-22.2,,-21.3,,,,,,,,,,
380108,,SEKU9064822,0,COCTG,FRMRS/FRMRS,Checked,,-20,,-22.81,,-19.81,,,,,,,,,,
340084,,CGMU6913904,0,COCTG,ESBCN/ESBCN,Checked,,1,,1.2,,1.5,,,,,,,,,,
420304,,SEGU9964157,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-28.5,,-25.8,,,,,,,,,,
380106,,TEMU9223546,0,COCTG,FRMRS/FRMRS,Unchecked,,-23,,-23.9,,-23,,,,,,,,,,
180402,,CGMU4983570,0,ESALG,ESVLC/ESVLC,Checked,,-20,,-24.4,,-19.77,,,,,,,,,,
180408,,CGMU9324425,0,ESALG,ESVLC/ESVLC,Checked,,-20,,-26.17,,-19.95,,,,,,,,,,
421310,,APRU6116355,0,ESALG,GPPTP/GPPTP,Unchecked,,-20,,-23.7,,-20.8,,,,,,,,,,
180410,,CAIU5539430,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-22.1,,-20.4,,,,,,,,,,
180412,,CGMU5093483,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-21.2,,-19.9,,,,,,,,,,
260808,,CGMU9362169,0,ESALG,COCTG/CLSAI,Checked,,16,,16.2,,16.49,,,,,,,,,,
180406,,SEGU9130051,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-20.8,,-20.4,,,,,,,,,,
180404,,TRIU8070671,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-23.9,,-20.6,,,,,,,,,,
180308,,TTNU8664494,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-21.8,,-20.5,,,,,,,,,,
260806,,TTNU8777973,0,ESALG,COCTG/CLSAI,Unchecked,,16,,16.2,,16.4,,,,,,,,,,
340910,,CGMU4946658,0,MTMLA,USHOU/USHOU,Checked,,-18,,-17.31,,-17.38,,,,,,,,,,
261212,,CGMU4994954,0,MTMLA,DOCAU/DOCAU,Checked,,-21,,-24.59,,-20.93,,,,,,,,,,
340908,,GESU9552448,0,MTMLA,USHOU/USHOU,Checked,,-18,,-21.13,,-18.23,,,,,,,,,,
340710,,CAIU5588630,0,MTMLA,USHOU/USHOU,Checked,,-18,,-19.44,,-18.13,,,0,20.7,,,0,25.5,,
300810,,TCLU1144546,0,MTMLA,JMKIN/VEPBL,Unchecked,,17,,16.8,,17.5,,,,,,,,,,
300706,,BMOU9725788,0,MTMLA,JMKIN/VELAG,Unchecked,,14,,14,,15.1,,,,,,,,,,
300906,,CGMU5364538,0,MTMLA,JMKIN/VELAG,Checked,,18,,18.7,,17.99,,,,,,,,,,
300808,,CGMU5314753,0,MTMLA,JMKIN/VELAG,Checked,,18,,18.2,,18.3,,,,,,,,,,
300708,,APRU5777730,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,18,,18.5,,,,,,,,,,
301010,,GESU9590345,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,18,,18.3,,,,,,,,,,
300806,,APRU5797402,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,18,,18.6,,,,,,,,,,
300910,,APRU5798939,0,MTMLA,JMKIN/JMMBJ,Unchecked,,-20,,-20.4,,-20.1,,,,,,,,,,
301008,,SZLU9625774,0,MTMLA,JMKIN/JMMBJ,Unchecked,,-20,,-23.7,,-20.2,,,,,,,,,,
220610,,TCLU1283074,0,MTMLA,COCTG/COCTG,Unchecked,,22,,21.7,,22.6,,,,,,,,,,
261112,,CGMU5058733,0,MTMLA,DOCAU/DOCAU,Checked,,-20,,-20.5,,-12.9,,,,,,,,,,
300908,,SZLU9642200,0,MTMLA,JMKIN/JMKIN,Unchecked,,-20,,-20.7,,-19.8,,,,,,,,,,
341206,,CRSU6095972,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.1,,-18,,,,,,,,,,
341208,,CGMU9318470,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-18.9,,-18.1,,,,,,,,,,
220612,,CGMU5479780,0,MTMLA,COCTG/COCTG,Checked,,20,,20.51,,20.19,,,,,,,,,,
340808,,TRIU8127334,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.4,,-18.1,,,,,,,,,,
301006,,CGMU5242015,0,MTMLA,JMKIN/MXPGO,Checked,,-18,,-17.4,,-17.92,,,,,,,,,,
220510,,CGMU5410994,0,MTMLA,COCTG/COCTG,Unchecked,,20,,20.1,,20.5,,,,,,,,,,
340906,,CGMU5077899,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.6,,-18.2,,,,,,,,,,
220912,,CGMU5459124,0,ITLIV,COCTG/COCTG,Checked,,6,,6.3,,6.7,,,,,,,,,,
220910,,CGMU5143835,0,ITLIV,COCTG/COCTG,Checked,,10,,9.6,,10.7,,,,,,,,,,
220286,,CGMU5522103,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-24.3,,-17.8,,,,,,,,,,
220386,,TCLU1283264,0,ITLIV,FRMRS/FRMRS,Unchecked,,0.5,,0.56,,1.06,,,0,,,,0,25.5,,
220186,,APRU5717135,0,ITLIV,FRMRS/FRMRS,Unchecked,,1,,0.7,,1.2,,,,,,,,,,
220088,,BMOU9878827,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19,,-17.7,,,,,,,,,,
420912,,CAIU5540810,0,ITLIV,GPPTP/GPPTP,Unchecked,,12,,11.9,,12.6,,,,,,,,,,
220486,,CXRU1618128,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.4,,-18,,,,,,,,,,
220086,,GESU9467541,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.9,,-18.3,,,,,,,,,,
260110,,SEGU9685424,0,ITLIV,USHOU/USHOU,Checked,,-25,,-29.2,,-24.7,,,,,,,,,,
220484,,TEMU9183741,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.6,,-18.3,,,,,,,,,,
420910,,TLLU1042352,0,ITLIV,GPPTP/GPPTP,Unchecked,,14,,13.8,,14.6,,,,,,,,,,
220384,,TTNU8161720,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-18.9,,-18.2,,,,,,,,,,
501384,,TTNU8326310,0,ITLIV,FRMRS/FRMRS,Unchecked,,-20,,-21,,-20.2,,,,,,,,,,
450608,,CGMU3015481,0,ITGOA,MXVER,Checked,,27,,27.54,,27.39,,,,,,,,,,
450602,,CGMU3027353,0,ITGOA,MXVER,Checked,,25,,25.9,,25.75,,,,,,,,,,
420882,,APRU6109839,0,ITGOA,JMKIN/NZTRG,Unchecked,,5,,5,,5.8,,,,,,,,,,
450604,,CGMU3036822,0,ITGOA,MXVER,Unchecked,,27,,27.1,,27.9,,,,,,,,,,
380686,,CGMU5026546,0,ITGOA,COCTG/PAMIT,Unchecked,,16,,16,,17.7,,,,,,,,,,
380682,,CGMU5096970,0,ITGOA,COCTG/CLSAI,Unchecked,,16,,16,,18,,,,,,,,,,
420684,,CGMU5455242,0,ITGOA,JMKIN/NCNOU,Checked,,14,,14.1,,14.5,,,,,,,,,,
380884,,CGMU9404285,0,ITGOA,COCTG/PAMIT,Checked,,2,,3.34,,2.98,,,,,,,,,,
420682,,CRSU6016839,0,ITGOA,JMKIN/KYGEC,Unchecked,,14,,14,,14.8,,,,,,,,,,
450610,,CXRU1078800,0,ITGOA,MXVER,Unchecked,,27,,27.3,,27.8,,,,,,,,,,
300382,,GESU9586197,0,ITGOA,GPPTP,Unchecked,,-20,,-23.2,,-21,,,,,,,,,,
450606,,SZLU2002392,0,ITGOA,MXVER,Unchecked,,27,,27,,27.9,,,,,,,,,,
381084,,TRIU8185201,0,ITGOA,COCTG/CLSAI,Unchecked,,4,,4,,5.4,,,,,,,,,,
380684,,TRIU8972378,0,ITGOA,COCTG/CLSAI,Unchecked,,16,,16.1,,17.8,,,,,,,,,,
380886,,TRLU1740328,0,ITGOA,COCTG/CLSAI,Unchecked,,16,,16.2,,18,,,,,,,,,,
300384,,TTNU8073444,0,ITGOA,GPPTP,Unchecked,,14,,13.9,,15.1,,,,,,,,,,
380882,,TTNU8346750,0,ITGOA,COCTG/ECGYE,Unchecked,,14,,14.1,,15.1,,,,,,,,,,
381082,,TTNU8380461,0,ITGOA,COCTG/ECGYE,Unchecked,,14,,14,,14.8,,,,,,,,,,
