Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
180510,,CGMU5289964,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180710,,CGMU5290498,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180610,,CGMU5296855,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180506,,CGMU5301632,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180706,,CGMU5326944,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180806,,CGMU5353810,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180608,,CGMU5425741,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180812,,CGMU5451627,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180604,,CGMU5470627,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180708,,CGMU5516604,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180810,,CGMU5516836,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180612,,CGMU5553784,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180512,,CGMU5554440,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
421110,,TCLU1318376,0,ITLIV,ESVLC/ITLIV/ESVLC,,,,Indeterminate,,,,
180504,,TLLU1053573,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
470382,,TRIU6629821,0,ITLIV,MQFDF/ITLIV/MQFDF,,,,Indeterminate,,,,
