Location,,ContainerID,Alms,LoadPort,Disch.Port,,Monitored,,Temp SP,Supply,,,Return,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
300282,,CXRU1628126,0,USHOU,PAMIT/ESVLC/CLSAI,,Indeterminate,,,,,,,,,,,,,,,
341682,,CGMU5461651,0,USHOU,ESALG/USHOU/CGPNR,,Indeterminate,,,,,,,,,,,,,,,
300082,,TTNU8204781,0,USHOU,PAMIT/INNSA/CLSAI,,Indeterminate,,,,,,,,,,,,,,,
100884,,CGMU5153746,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
100888,,GESU9601481,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
340582,,SZLU9017033,0,USHOU,ESALG/USHOU/GALBV,,Indeterminate,,,,,,,,,,,,,,,
100682,,TRIU8134185,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
340882,,APRU5820267,0,USHOU,ESALG/USHOU/GALBV,,Indeterminate,,,,,,,,,,,,,,,
341382,,SZLU9642004,0,USHOU,ESALG/USHOU/GALBV,,Indeterminate,,,,,,,,,,,,,,,
100886,,CXRU1322440,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
340884,,CGMU5306260,0,USHOU,ESALG/USHOU/GALBV,,Indeterminate,,,,,,,,,,,,,,,
100688,,CGMU5445917,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
340682,,GESU9556633,0,USHOU,ESALG/USHOU/GALBV,,Checked,,-18,-18.31,,,-17.84,,,,,,,,,
300284,,SZLU9027854,0,USHOU,PAMIT/USHOU/CLSAI,,Indeterminate,,,,,,,,,,,,,,,
341482,,TCLU1141552,0,USHOU,ESALG/ITGOA/CGPNR,,Indeterminate,,,,,,,,,,,,,,,
100686,,TRIU8664781,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
100684,,TTNU8604725,0,USHOU,ESBCN/ESBCN/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
100882,,CGMU5199900,0,USHOU,ESBCN/USHOU/ESBCN,,Indeterminate,,,,,,,,,,,,,,,
