Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
140888(*),,CGMU5066493,0,COCTG,ITLIV/CRMOB/ITLIV,,,,Checked,13.8,13.8,,14.1
100110,,CGMU5318471,0,COCTG,ITGOA/GPPTP/ITGOA,,,,Checked,-21,-20.47,,-21.17
381482,,TTNU8262200,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
381082,,TCLU1071521,0,COCTG,ITGOA/BRSSZ/ITGOA,,,,Unchecked,,,,
100412,,CXRU1608691,0,COCTG,ITGOA/CMDLA/ITGOA,,,,Checked,13.31,13.63,,14.38
100304,,TRIU8763188,0,COCTG,ITGOA/CRMOB/ITGOA,,,,Unchecked,,,,
140406,,TRIU8509580,0,COCTG,ESVLC/ESALG/ESVLC,,,,Unchecked,,,,
621180,,CGMU5143460,0,COCTG,FRMRS/ESALG/FRMRS,,,,Checked,-20,-27.6,,-20
381684,,GESU9590160,0,COCTG,ITGOA/GAPOG/ITGOA,,,,Unchecked,,,,
61682,,APRU6120057,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
61684,,TTNU8098308,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
140410,,TRIU8674959,0,COCTG,ESVLC/MAAGA/ESVLC,,,,Unchecked,,,,
100102,,SZLU9192545,0,COCTG,ITGOA/USHOU/ITGOA,,,,Unchecked,,,,
140286(*),,TLLU1079433,0,COCTG,ITLIV/CRMOB/ITLIV,,,,Checked,13.31,13.38,,13.5
140188(*),,SZLU9013017,0,COCTG,ITLIV/USHOU/ITLIV,,,,Checked,13,12.91,,13.38
380886,,CGMU5334235,0,COCTG,ITGOA/ESALG/ITGOA,,,,Checked,-21,-21.94,,-21.25
100306,,TCLU1212743,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
621380,,TRIU8687684,0,COCTG,FRMRS/ESALG/FRMRS,,,,Unchecked,,,,
380888,,SZLU9631680,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
100410,,APRU5780061,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
141086(*),,CGMU4975851,1,COCTG,ITLIV/CRMOB/ITLIV,,,,Checked,13.6,13.58,,13.88
380884,,TTNU8979589,0,COCTG,ITGOA/GAPOG/ITGOA,,,,Unchecked,,,,
140886(*),,CGMU9336827,0,COCTG,ITLIV/USHOU/ITLIV,,,,Checked,13.3,14.45,,14.2
141288(*),,CGMU4925017,1,COCTG,ITLIV/ESALG/ITLIV,,,,Checked,13.63,13.69,,14
621584,,TEMU9122026,0,COCTG,FRMRS/ESALG/FRMRS,,,,Unchecked,,,,
100206,,TTNU8687904,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
100104,,TCLU1060635,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
100204,,SZLU9014651,0,COCTG,ITGOA/ESALG/ITGOA,,,,Unchecked,,,,
381488,,APRU5799133,0,COCTG,ITGOA/MAAGA/ITGOA,,,,Unchecked,,,,
100308,,CGMU9307372,0,COCTG,ITGOA/CRMOB/ITGOA,,,,Checked,13.3,13.3,,14
620980,,TTNU8664529,0,COCTG,FRMRS/ESALG/FRMRS,,,,Checked,-18,-17.83,,-18.36
140986(*),,TCLU1198814,1,COCTG,ITLIV/ESALG/ITLIV,,,,Checked,13.6,13.6,,13.9
221082,,TCLU1151416,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,,,,
140508,,APRU6132320,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,,,,
140208,,MFTU8191804,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,,,,
140110,,CGMU4928119,0,CRMOB,ESBCN/CRMOB,,,,Checked,13.88,13.69,,14.81
220884,,CGMU5055713,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,,,,
180104,,CGMU5399473,0,MXVER,ESBCN/GAPOG/ESBCN,,,,Checked,18,18.3,,18.4
140712,,CGMU9282844,0,CRMOB,ESBCN/CRMOB,,,,Checked,13.9,14.83,,14.81
140108,,SEGU9027418,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,,,,
140206,,SEGU9025890,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,,,,
140506,,CRSU6157436,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,,,,
140210,,CRSU6107060,0,CRMOB,ESBCN/CRMOB,,,,Checked,13.9,15.02,,14.87
540882,,CGMU4945306,0,ESALG,ESVLC/MAAGA/ESVLC,,,,Checked,-20,-24.38,,-19.88
180908,,TEMU9222299,0,ESALG,JMKIN/ESALG/HTLFF,,,,Unchecked,,,,
540682,,TRLU1722469,0,ESALG,ESVLC/MAAGA/ESVLC,,,,Unchecked,,,,
260712,,CGMU6521647,0,ESALG,ITGOA/MAAGA/ITGOA,,,,Checked,-20,-23.5,,-19.69
260512,,TRIU8123513,0,ESALG,ITGOA/BRPNG/ITGOA,,,,Unchecked,,,,
270304,,CGMU3039713,0,MTMLA,COCTG/GRSKG/CLSAI,,,,Indeterminate,,,,
461384,,TTNU8294527,0,MTMLA,DOCAU/INNSA/DOCAU,,,,Indeterminate,,,,
301482,,CGMU5192486,0,MTMLA,USHOU/INMUN/USHOU,,,,Indeterminate,,,,
461382,,SEGU9534114,0,MTMLA,DOCAU/INENR/DOCAU,,,,Checked,20,20.2,,19.6
460582,,CGMU4990497,0,MTMLA,COCTG/INVTZ/JMMBJ,,,,Checked,-18,-17.16,,-18.1
460784,,APRU5750690,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
461682,,APRU5754782,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
220684,,BOLU6405572,0,ITLIV,ESVLC/ITLIV/ESSCT,,,,Indeterminate,,,,
460682,,CGMU5160869,0,ITLIV,COCTG/ITLIV/COCTG,,,,Checked,12,12,,11.8
300182,,CGMU5198170,0,ITLIV,GPPTP/ITLIV/GPPTP,,,,Indeterminate,,,,
461482,,CGMU5376288,0,ITLIV,COCTG/ITLIV/COCTG,,,,Checked,12,12.2,,12.2
460882,,CGMU6548550,0,ITLIV,COCTG/ITLIV/COCTG,,,,Checked,12,12.19,,12.31
460984,,CGMU9353300,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
461084,,CGMU9386031,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
460782,,CRSU6108494,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
460982,,CXRU1191273,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
460584,,CXRU1575920,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
461082,,CXRU1578920,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
301182,,SZLU9204775,0,ITLIV,USHOU/ITLIV/USHOU,,,,Indeterminate,,,,
461282,,TCLU1058854,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
220682,,TCLU1129921,0,ITLIV,ESVLC/ITLIV/ESVLC,,,,Indeterminate,,,,
300382,,TCLU1155371,0,ITLIV,GPPTP/ITLIV/GPPTP,,,,Indeterminate,,,,
460884,,TCLU1286427,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
460684,,TCLU1286807,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
461184,,TEMU9215957,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
461182,,TEMU9268659,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
461284,,TEMU9433218,0,ITLIV,COCTG/ITLIV/COCTG,,,,Indeterminate,,,,
180612,,TRIU8733223,0,ITLIV,JMKIN/ITLIV/JMKIN,,,,Indeterminate,,,,
