Location,,ContainerID,Alms,LoadPort,Disch.Port,,,,Monitored,Temp SP,Supply,,Return
60382,,CXRU1508964,0,PAMIT,MTMLA/NICIO,,,,Unchecked,13.3,13.1,,14.2
60484,,SEGU9158300,0,PAMIT,MTMLA/NICIO,,,,Unchecked,13.3,13.1,,14.4
60384,,TCLU1097254,0,PAMIT,MTMLA/NICIO,,,,Unchecked,13.3,12.9,,14.1
460484,,CGMU5363927,0,PAMIT,ESVLC/PECLL,,,,Unchecked,-20,-19.8,,-21.4
501084,,TLLU1051781,0,CRMOB,ITLIV/VEMAR,,,,Unchecked,6.5,6.5,,7.1
501486,,GESU9589771,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,7,6.8,,7.6
501484,,CXRU1386573,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.4,,7.2
300882,,CGMU5222024,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,6.5,6.7,,6.9
501482,,CGMU5348809,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.8,,13.6
100082,,CGMU9374827,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.3,13.29,,13.53
380288,,CXRU1554091,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13,,14.2
100088,,CGMU6539060,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.31,13,,13.88
580184,,TTNU8635958,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.31,13.25,,13.63
180806,,TTNU8308913,0,CRMOB,ITGOA/CRMOB,,,,Unchecked,6.5,6.7,,6.9
580388,,SZLU9024454,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.1,,6.9
100786,,SEGU9225250,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.7,,6.9
500388,,CAIU5547836,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6,,7.2
300886,,GESU9562235,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.7,,14.3
300788,,CGMU9377174,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Checked,13.5,13.41,,13.85
300382,,TRIU8689985,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.5,13.8,,13.9
260882,,CGMU4981052,0,CRMOB,MTMLA/CRMOB/ESALG,,,,Unchecked,13.5,13.9,,14.2
300688,,TTNU8373858,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Unchecked,13.5,13.7,,14
261682,,CGMU5112808,0,CRMOB,MTMLA/CRMOB/MAPTM,,,,Checked,13.5,13.5,,14.5
381486,,APRU5718039,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,6.5,6.6,,6.9
381382,,CGMU4826987,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.5,13.3,,14.4
300986,,CGMU5352590,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.5,13.3,,14.4
460884,,CRLU1838508,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,5.5,4.6,,6.3
301688,,APRU5822763,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Unchecked,5.5,5.7,,6.3
140488,,CGMU5083891,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,12.96,,13.79
301182,,CXRU1541978,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,7,7.2,,7.5
140484,,TTNU8693975,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.31,13.5,,13.5
100784,,TLLU1068871,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.81,13.63,,13.94
260308,,CGMU5572932,0,CRMOB,ESBCN/CRMOB,,,,Checked,13,13,,13.4
140282,,AMCU9268390,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.5,13.7,,14.5
461186,,APRU5070352,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.3,13.4,,14
580484,,CGMU5085169,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.5,13.4,,13.7
301186,,TTNU8477132,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.4,,14
461488,,CGMU5529598,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.2,,14.1
300482,,CGMU5309736,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.4,,14
61684,,TTNU8684166,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.7,,13.8
460088,,CGMU5405196,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.3,,13.8
460586,,CGMU5505169,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,14.28,,14.18
140086,,SEGU9532955,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.3,,13.8
301386,,CGMU5257099,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13,,14.3
460886,,CGMU5449281,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.3,,14.7
301188,,CGMU5271435,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Checked,12.8,12.79,,12.93
300588,,CGMU5515275,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Checked,13.2,13.24,,13.34
460186,,CGMU6515346,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,12.8,13.7,,13.4
461482,,SZLU9187127,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,6.5,6.3,,7.4
300484,,CGMU5405350,0,CRMOB,MTMLA/CRMOB,,,,Checked,12.8,13,,13.5
461386,,CGMU5235417,0,CRMOB,MTMLA/CRMOB,,,,Checked,12.8,12.7,,12.83
301686,,CGMU5264293,0,CRMOB,MTMLA/CRMOB,,,,Checked,12.8,12.84,,13.13
380084,,GVCU7503072,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.5,13.1,,14
381584,,CGMU5463593,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.4,,14.8
140286,,SEGU9026617,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.1,,13.4
300682,,TTNU8094719,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,12.9,,13.9
381586,,CGMU6527054,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,12.5,,14.2
300584,,CGMU5446467,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.2,,13.8
460388,,CXRU1382027,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.6,,13.8
61584,,TTNU8658362,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.3,13.4,,13.4
461588,,CGMU5249468,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.3,13.7,,13.2
301088,,CGMU5480559,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Checked,13.3,13.4,,13.5
380786,,CGMU5466479,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.3,,13.4
461586,,TTNU8702700,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.19,13.38,,13.44
381482,,TTNU8665309,1,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.38,,13.45
461582,,CGMU5460887,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,12.6,,14.9
140284,,CGMU5373524,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13,,13.9
140482,,TTNU8680520,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.3,,13.21
380088,,TCLU1049723,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.9,13.9,,14.3
580386,,CGMU5078560,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.9,14.41,,14.64
500188,,TCLU1033157,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.2,,14.7
260304,,SEGU9225964,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,13.7,,14.2
580882,,APRU5705068,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.4,,14.5
260312,,TRIU8500258,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,14.1,,14.5
580482,,TCLU1010249,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.3,,14.6
580282,,TTNU8094318,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.8,,14.4
301586,,CGMU5453764,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.3,,14.1
460684,,CGMU5370700,1,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.7,,14
461682,,CGMU5318506,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.9,14.64,,14.71
100188,,CGMU9332061,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.9,13.87,,14.27
580284,,CXRU1625750,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.8,,14.9
500184,,TRIU8110007,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.7,,14.2
461382,,TTNU8603077,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,13.6,,13.6
580088,,APRU6135118,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.1,,14
580986,,SZLU9022750,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.3,,13.8
460384,,CGMU5304966,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.9,14,,14.7
460582,,CGMU5071592,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.9,13.9,,14.4
580886,,TGHU9945793,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.3,,14.1
501086,,TRIU8781197,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.1,,14.5
381188,,CGMU5563360,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.2,,14.3
381086,,TTNU8185721,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,12.9,,14.1
380982,,CGMU9321600,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,14.1,,14.6
380686,,CHIU9007698,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,13.7,,14.2
100388,,CGMU4833498,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.9,,14.9
301684,,CGMU9325268,0,CRMOB,MTMLA/CRMOB,,,,Checked,7.5,8.55,,8.42
380688,,TEMU9264355,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,7.5,7.3,,8.1
380284,,APRU5819440,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.1,,14.3
380586,,SZLU9621249,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,12.9,,14.4
580486,,TCLU1066058,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.88,13.88,,14
380986,,TCLU1131826,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,13.5,,14.5
500386,,TRIU8764477,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.8,,14.5
501284,,AXIU6106038,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14,,14.6
460584,,TTNU8110764,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,13.7,,14.2
500284,,CXRU1191550,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.6,,14.8
300084,,TRIU8163250,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,14.3,,14.6
381282,,TRIU8186363,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.9,13.8,,14.4
260104,,CRSU6157879,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,13.9,,14.3
260102,,TRIU8884106,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,14.3,,14.8
100284,,TRIU8855999,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.2,,14.2
580082,,CGMU9348767,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.9,14.49,,14.76
381182,,SEGU9543651,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.4,,13.7
260306,,TEMU9007660,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,13.9,,14.8
580582,,CRSU6103384,0,CRMOB,ITLIV/CRMOB,,,,Checked,13.9,14.59,,14.79
380488,,TRIU8659255,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.7,,14.4
260302,,SZLU9628979,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,13.8,,14.2
260310,,CXRU1383506,0,CRMOB,ESBCN/CRMOB,,,,Unchecked,13.9,14.3,,14.3
140088,,TEMU9133400,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,7.5,7.6,,7.9
580288,,TRIU8728187,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.7,,14.1
100086,,TRIU8939702,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.1,,14.9
461082,,TTNU8674126,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,12.9,,14.1
380788,,CGMU5448644,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.4,,13.8
580086,,TTNU8274032,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.3,,14.5
100484,,APRU5805940,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14,,14.7
461486,,CGMU5447252,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,12.6,,15.1
220388,,CXRU1609173,0,CRMOB,MTMLA/CRMOB,,,,Checked,7.5,7.81,,8.5
580084,,APRU6102177,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.1,,14.6
301184,,TTNU8686488,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.25,,13.45
580382,,TRIU8971279,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,14.3,,14.3
581582,,SEGU9134530,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.9,13.7,,14.7
300486,,CGMU5129436,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.3,,14.1
460982,,TEMU9120614,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.3,,14.5
460084,,CGMU5149638,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.2,,13.8
500282,,TEMU9117117,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.5,,7.9
301086,,TEMU9116580,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.3,,14.4
500586,,CAIU5460037,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.6,,7.3
380784,,CGMU5190586,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.14,,13.44
380382,,TCLU1199282,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.4,,7
501684,,TCLU1200212,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.4,,13.9
380484,,CXRU1316663,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.2,,6.8
461684,,CGMU9287403,0,CRMOB,MTMLA/CRMOB,,,,Checked,6.9,4.88,,6.97
301384,,SEGU9533078,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.5,,13.9
501384,,SEGU9002868,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.5,,13.8
500682,,SEGU9005168,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.3,,13.6
501584,,SEGU9046151,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,7.2,6.7,,7.8
100288,,TLLU1049336,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.4,,7
501386,,TLLU1050110,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.4,,14
500584,,CAIU5460490,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.8,,7.1
380386,,TCLU1383392,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.2,,6.7
500786,,TCLU1054205,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.2,,13.8
580384,,GESU9588076,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.2,,7.2
500686,,GESU9588651,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.3,,14
100482,,TCLU1200146,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.1,,13.8
500684,,TRLU1729484,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.3,,7
500082,,CXRU1385598,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13,,13.7
500688,,CXRU1385900,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6,,7.1
500882,,CXRU1386470,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.1,,14.1
140182,,CXRU1528934,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,-23,-23,,-22.3
580588,,CXRU1258947,0,CRMOB,ITLIV/CRMOB/ITLIV,,,,Unchecked,6.5,6.7,,6.3
500084,,CXRU1315667,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.4,,13.7
500984,,GESU9360888,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.6,,13.7
500782,,GESU9371692,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,12.7,,14.1
501082,,TCLU1331378,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.2,,13.7
501182,,TTNU8986799,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13,,13.8
380886,,CGMU5275343,0,CRMOB,MTMLA/CRMOB,,,,Checked,6.5,6.47,,7.43
381686,,CXRU1557552,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.5,13.2,,13.8
500482,,CGMU5227807,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.6,,7.5
500086,,BMOU9878473,0,CRMOB,ITLIV/USHOU,,,,Unchecked,13.3,13.4,,13.9
501184,,MFTU8192797,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.1,,13.8
100488,,BMOU9878766,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.3,,13.9
500484,,MFTU8191785,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,10,10.2,,10.8
380182,,MFTU8192035,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13,,13.7
380082,,MFTU8190829,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.2,,13.8
380086,,MFTU8190876,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.3,,13.7
580682,,MFTU8192170,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,9,9.6,,9.8
140388,,MFTU8190460,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,-18,-17.8,,-18.9
460188,,CGMU5137982,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.3,,14.3
381384,,CGMU5282379,0,CRMOB,MTMLA/CRMOB,,,,Checked,2.2,2.3,,3.1
380684,,CGMU5230842,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,12.2,,14.3
381488,,TCLU1376182,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,6.5,6,,7.2
380286,,CGMU5425931,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.01,,6.65
460882,,CGMU5330440,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.3,13.6,,13.4
140486,,TTNU8307692,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.2,,13.3
381286,,SZLU9093331,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.4,,13.58
500888,,APRU5759589,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.8,,7
141188,,CGMU5253806,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.25,,13.5
500088,,CGMU5379667,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.63,,8
460686,,CGMU5509694,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.34,,13.35
580688,,SEGU9768895,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,14,,13.7
380184,,SEGU9741894,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.8,,13.7
140386,,SEGU9745842,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,-23,-22.9,,-24
140186,,SEGU9746089,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,-18,-18.2,,-19.1
500886,,SEGU9769042,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,6.3,,7
461184,,TEMU9153984,0,CRMOB,MTMLA/CRMOB,,,,Checked,6.5,6.5,,7.3
301282,,CGMU5287200,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13,13,,13.5
140082,,CXRU1066902,0,CRMOB,ESVLC/CRMOB,,,,Checked,-23,-26.86,,-23.4
180808,,CGMU7503102,0,CRMOB,ITGOA/CRMOB,,,,Unchecked,6.5,7.2,,7.4
140384,,SEGU9742695,0,CRMOB,ESVLC/CRMOB,,,,Unchecked,-23,-23.2,,-23.8
501682,,SEGU9739958,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.2,,14.2
100386,,APRU5786080,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.5,13.6,,13.8
140288,,CGMU5172828,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.5,,14
300684,,CGMU4954988,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,6.5,6.3,,7.2
301286,,CGMU5504516,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.22,,13.49
300888,,CXRU1116449,0,CRMOB,MTMLA/CRMOB/MTMLA,,,,Unchecked,7,6.9,,7.6
300582,,CGMU5484024,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.48,,13.66
140382,,CGMU5507958,0,CRMOB,ESVLC/CRMOB,,,,Checked,-23,-24.69,,-23.85
380188,,CGMU9404069,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,6.5,5.8,,6.4
500784,,TLLU1160951,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,9,8.8,,9.9
380984,,CGMU5543472,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.31,13.31,,14.5
460382,,CGMU5516604,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.3,,14.32
461288,,APRU6134934,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,7,7.5,,7.8
301584,,CGMU9397720,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.77,,14.2
500186,,MGNU3304620,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.5,13.8,,14.2
461384,,CGMU5288844,0,CRMOB,MTMLA/CRMOB,,,,Checked,8.8,9.1,,11.2
100182,,SEGU9712181,0,CRMOB,ITLIV/CRMOB,,,,Unchecked,13.3,13.5,,13.9
580286,,CGMU5504394,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.51,,6.46
180804,,TRLU1720086,0,CRMOB,ITGOA/CRMOB,,,,Unchecked,6.5,6.6,,7.2
381082,,CGMU5014442,1,CRMOB,MTMLA/CRMOB,,,,Checked,7,6.99,,7.43
460486,,CGMU9411767,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,2.2,2.5,,2.3
460988,,CGMU5336480,0,CRMOB,MTMLA/CRMOB,,,,Checked,2.2,2.36,,3.44
461484,,CGMU5235248,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,12.98,,13.16
140188,,CGMU5408364,0,CRMOB,ESVLC/CRMOB,,,,Checked,-23,-24.4,,-21.7
461284,,CGMU9365620,0,CRMOB,MTMLA/CRMOB,,,,Checked,6.5,6.52,,6.25
300282,,CGMU5097410,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13,13.2,,13.6
381388,,CRSU6113973,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.3,12.8,,13.8
380782,,TTNU8697332,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.31,13.31,,14
380584,,CGMU9381410,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.3,,13.6
461182,,GESU9555745,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.3,12.8,,14.1
460888,,APRU5085584,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.6,,13.4
460184,,CGMU5181795,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,13.2,13.6,,13.4
501286,,SEGU9541978,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.2,,7.3
300984,,CGMU5235470,0,CRMOB,MTMLA/CRMOB,,,,Unchecked,7,7.1,,8.4
301682,,CGMU5361668,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,14.47,,14.21
460082,,CGMU5277789,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.3,13.33,,13.96
381184,,CGMU5161612,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,13.2,,14.2
501586,,CGMU5351037,0,CRMOB,ITLIV/CRMOB,,,,Checked,6.5,6.6,,7.1
380682,,BMOU9853238,0,CRMOB,MTMLA/CRMOB,,,,Checked,13.2,12.6,,14.1
540582,,CRSU6152732,0,CRMOB,FRMRS/CRMOB,,,,Unchecked,6.5,6.6,,7.1
