Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,Temp SP,,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
180402,,CGMU4983570,0,ESALG,ESVLC/ESVLC,Checked,,-20,,-23.7,,-19.76,,,,,,,,,,
180408,,CGMU9324425,0,ESALG,ESVLC/ESVLC,Checked,,-20,,-22.41,,-19.76,,,,,,,,,,
421310,,APRU6116355,0,ESALG,GPPTP/GPPTP,Unchecked,,-20,,-23.8,,-20.7,,,,,,,,,,
180410,,CAIU5539430,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-22.2,,-20.3,,,,,,,,,,
180412,,CGMU5093483,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-21.1,,-19.8,,,,,,,,,,
260808,,CGMU9362169,0,ESALG,COCTG/CLSAI,Checked,,16,,16,,16.39,,,,,,,,,,
180406,,SEGU9130051,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-20.9,,-20.3,,,,,,,,,,
180404,,TRIU8070671,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-23.8,,-20.5,,,,,,,,,,
180308,,TTNU8664494,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-21.7,,-20.4,,,,,,,,,,
260806,,TTNU8777973,0,ESALG,COCTG/CLSAI,Unchecked,,16,,16.1,,16.5,,,,,,,,,,
340910,,CGMU4946658,0,MTMLA,USHOU/USHOU,Checked,,-18,,-18.19,,-17.81,,,,,,,,,,
261212,,CGMU4994954,0,MTMLA,DOCAU/DOCAU,Checked,,-21,,-19.72,,-20.86,,,,,,,,,,
340908,,GESU9552448,0,MTMLA,USHOU/USHOU,Checked,,-18,,-21.3,,-18.26,,,,,,,,,,
340710,,CAIU5588630,0,MTMLA,USHOU/USHOU,Checked,,-18,,-20.13,,-17.94,,,0,20.7,,,0,25.5,,
300810,,TCLU1144546,0,MTMLA,JMKIN/VEPBL,Unchecked,,17,,16.9,,17.6,,,,,,,,,,
300706,,BMOU9725788,0,MTMLA,JMKIN/VELAG,Unchecked,,14,,14.1,,15.2,,,,,,,,,,
300906,,CGMU5364538,0,MTMLA,JMKIN/VELAG,Checked,,18,,17.64,,18.1,,,,,,,,,,
300808,,CGMU5314753,0,MTMLA,JMKIN/VELAG,Checked,,18,,17.9,,18.3,,,,,,,,,,
300708,,APRU5777730,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,17.9,,18.6,,,,,,,,,,
301010,,GESU9590345,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,17.9,,18.4,,,,,,,,,,
300806,,APRU5797402,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,17.9,,18.7,,,,,,,,,,
300910,,APRU5798939,0,MTMLA,JMKIN/JMMBJ,Unchecked,,-20,,-20.5,,-20,,,,,,,,,,
301008,,SZLU9625774,0,MTMLA,JMKIN/JMMBJ,Unchecked,,-20,,-23.6,,-20.1,,,,,,,,,,
220610,,TCLU1283074,0,MTMLA,COCTG/COCTG,Unchecked,,22,,21.8,,22.7,,,,,,,,,,
261112,,CGMU5058733,0,MTMLA,DOCAU/DOCAU,Checked,,-20,,-27.1,,-20.8,,,,,,,,,,
300908,,SZLU9642200,0,MTMLA,JMKIN/JMKIN,Unchecked,,-20,,-20.6,,-19.7,,,,,,,,,,
341206,,CRSU6095972,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19,,-17.9,,,,,,,,,,
341208,,CGMU9318470,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19,,-18,,,,,,,,,,
220612,,CGMU5479780,0,MTMLA,COCTG/COCTG,Checked,,20,,20.25,,20.08,,,,,,,,,,
340808,,TRIU8127334,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.3,,-18,,,,,,,,,,
301006,,CGMU5242015,0,MTMLA,JMKIN/MXPGO,Checked,,-18,,-22.16,,-17.88,,,,,,,,,,
220510,,CGMU5410994,0,MTMLA,COCTG/COCTG,Unchecked,,20,,20,,20.6,,,,,,,,,,
340906,,CGMU5077899,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.5,,-18.1,,,,,,,,,,
220912,,CGMU5459124,0,ITLIV,COCTG/COCTG,Checked,,6,,6.2,,6.8,,,,,,,,,,
220910,,CGMU5143835,0,ITLIV,COCTG/COCTG,Checked,,10,,9.8,,10.8,,,,,,,,,,
220286,,CGMU5522103,0,ITLIV,FRMRS/FRMRS,Checked,,-18,,-24.1,,-17.6,,,,,,,,,,
220386,,TCLU1283264,0,ITLIV,FRMRS/FRMRS,Checked,,0.5,,1,,1.75,,,0,,,,0,25.5,,
220186,,APRU5717135,0,ITLIV,FRMRS/FRMRS,Unchecked,,1,,0.6,,1.1,,,,,,,,,,
220088,,BMOU9878827,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-18.9,,-17.9,,,,,,,,,,
420912,,CAIU5540810,0,ITLIV,GPPTP/GPPTP,Unchecked,,12,,12,,12.7,,,,,,,,,,
220486,,CXRU1618128,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.5,,-18.2,,,,,,,,,,
220086,,GESU9467541,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.8,,-18.9,,,,,,,,,,
260110,,SEGU9685424,0,ITLIV,USHOU/USHOU,Checked,,-25,,-28.3,,-23.8,,,,,,,,,,
220484,,TEMU9183741,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.4,,-18.2,,,,,,,,,,
420910,,TLLU1042352,0,ITLIV,GPPTP/GPPTP,Unchecked,,14,,13.9,,14.7,,,,,,,,,,
220384,,TTNU8161720,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-18.8,,-18,,,,,,,,,,
501384,,TTNU8326310,0,ITLIV,FRMRS/FRMRS,Unchecked,,-20,,-21.1,,-20.1,,,,,,,,,,
450608,,CGMU3015481,0,ITGOA,MXVER,Checked,,27,,28,,27.88,,,,,,,,,,
450602,,CGMU3027353,0,ITGOA,MXVER,Checked,,25,,26.01,,25.8,,,,,,,,,,
420882,,APRU6109839,0,ITGOA,JMKIN/NZTRG,Indeterminate,,,,,,,,,,,,,,,,
450604,,CGMU3036822,0,ITGOA,MXVER,Unchecked,,27,,27,,28,,,,,,,,,,
380686,,CGMU5026546,0,ITGOA,COCTG/PAMIT,Indeterminate,,,,,,,,,,,,,,,,
380682,,CGMU5096970,0,ITGOA,COCTG/CLSAI,Indeterminate,,,,,,,,,,,,,,,,
420684,,CGMU5455242,0,ITGOA,JMKIN/NCNOU,Indeterminate,,,,,,,,,,,,,,,,
380884,,CGMU9404285,0,ITGOA,COCTG/PAMIT,Indeterminate,,,,,,,,,,,,,,,,
420682,,CRSU6016839,0,ITGOA,JMKIN/KYGEC,Indeterminate,,,,,,,,,,,,,,,,
450610,,CXRU1078800,0,ITGOA,MXVER,Unchecked,,27,,27.2,,27.9,,,,,,,,,,
300382,,GESU9586197,0,ITGOA,GPPTP,Unchecked,,-20,,-23.3,,-20.5,,,,,,,,,,
450606,,SZLU2002392,0,ITGOA,MXVER,Unchecked,,27,,27.1,,28,,,,,,,,,,
381084,,TRIU8185201,0,ITGOA,COCTG/CLSAI,Indeterminate,,,,,,,,,,,,,,,,
380684,,TRIU8972378,0,ITGOA,COCTG/CLSAI,Indeterminate,,,,,,,,,,,,,,,,
380886,,TRLU1740328,0,ITGOA,COCTG/CLSAI,Indeterminate,,,,,,,,,,,,,,,,
300384,,TTNU8073444,0,ITGOA,GPPTP,Unchecked,,14,,14,,15.3,,,,,,,,,,
380882,,TTNU8346750,0,ITGOA,COCTG/ECGYE,Indeterminate,,,,,,,,,,,,,,,,
381082,,TTNU8380461,0,ITGOA,COCTG/ECGYE,Indeterminate,,,,,,,,,,,,,,,,
