Location,,ContainerID,Alms,LoadPort,Disch.Port,Monitored,,Temp SP,,Supply,,Return,,O2 Exp.,O2 SP,O2,CO2 Exp.,,CO2 SP,CO2,,N2
380110,,TTNU8621419,0,COCTG,FRMRS/FRMRS,Checked,,2,,2.06,,2.56,,,0,21.1,,,0,0.1,,
380208,,CGMU5180206,0,COCTG,FRMRS/FRMRS,Checked,,1,,1.1,,2.1,,,,,,,,,,
420082,,TRIU8511334,0,COCTG,ESVLC/ESVLC,Unchecked,,13,,13.1,,13.9,,,,,,,,,,
380406,,TRIU8724010,0,COCTG,FRMRS/FRMRS,Unchecked,,1,,1.2,,2.1,,,,,,,,,,
340082,,TTNU8204781,0,COCTG,ESBCN/ESBCN,Unchecked,,2,,2.1,,3.1,,,,,,,,,,
420408,,CGMU5435971,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-27.6,,-25,,,,,,,,,,
340386,,CGMU5479218,0,COCTG,ESBCN/ESBCN,Checked,,1,,1,,0.98,,,,,,,,,,
380312,,CGMU5172746,0,COCTG,FRMRS/FRMRS,Unchecked,,0,,0.7,,1.1,,,,,,,,,,
340182,,APRU5855330,0,COCTG,ESBCN/ESBCN,Unchecked,,2,,1.9,,3,,,,,,,,,,
380210,,CGMU5504183,0,COCTG,FRMRS/FRMRS,Checked,,1,,0.66,,1.42,,,,,,,,,,
420406,,CXRU1383790,0,COCTG,ESVLC/ESVLC,Unchecked,,-18,,-22.2,,-18.9,,,,,,,,,,
420412,,SEGU9530490,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-25.6,,-24.6,,,,,,,,,,
380410,,APRU6121372,0,COCTG,FRMRS/FRMRS,Unchecked,,0,,0,,1,,,,,,,,,,
380206,,CGMU5346088,0,COCTG,FRMRS/FRMRS,Checked,,0,,0.1,,1.4,,,,,,,,,,
420182,,TRIU8504799,0,COCTG,ESVLC/ESVLC,Unchecked,,-18,,-19.4,,-18,,,,,,,,,,
380310,,TTNU8636614,0,COCTG,FRMRS/FRMRS,Checked,,1,,1.06,,1.13,,,0,10.9,,,0,0.3,,
340184,,SZLU9498155,0,COCTG,ESBCN/ESBCN,Checked,,1,,0.84,,1.53,,,,,,,,,,
380308,,CGMU6543796,0,COCTG,FRMRS/FRMRS,Checked,,1,,1.31,,1.88,,,,,,,,,,
420308,,TEMU9238269,0,COCTG,ESVLC/ESVLC,Unchecked,,-21,,-22.2,,-21.2,,,,,,,,,,
380108,,SEKU9064822,0,COCTG,FRMRS/FRMRS,Checked,,-20,,-22.88,,-20,,,,,,,,,,
340084,,CGMU6913904,0,COCTG,ESBCN/ESBCN,Checked,,1,,1,,1.5,,,,,,,,,,
420304,,SEGU9964157,0,COCTG,ESVLC/ESVLC,Unchecked,,-25,,-28.5,,-25.7,,,,,,,,,,
380106,,TEMU9223546,0,COCTG,FRMRS/FRMRS,Unchecked,,-23,,-23.9,,-22.9,,,,,,,,,,
180402,,CGMU4983570,0,ESALG,ESVLC/ESVLC,Checked,,-20,,-24.45,,-19.79,,,,,,,,,,
180408,,CGMU9324425,0,ESALG,ESVLC/ESVLC,Checked,,-20,,-25.62,,-19.87,,,,,,,,,,
421310,,APRU6116355,0,ESALG,GPPTP/GPPTP,Unchecked,,-20,,-23.7,,-20.7,,,,,,,,,,
180410,,CAIU5539430,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-22.1,,-20.3,,,,,,,,,,
180412,,CGMU5093483,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-21.2,,-19.8,,,,,,,,,,
260808,,CGMU9362169,0,ESALG,COCTG/CLSAI,Checked,,16,,15.99,,16.27,,,,,,,,,,
180406,,SEGU9130051,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-20.8,,-20.3,,,,,,,,,,
180404,,TRIU8070671,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-23.9,,-20.5,,,,,,,,,,
180308,,TTNU8664494,0,ESALG,ESVLC/ESVLC,Unchecked,,-20,,-21.8,,-20.4,,,,,,,,,,
260806,,TTNU8777973,0,ESALG,COCTG/CLSAI,Unchecked,,16,,16.2,,16.5,,,,,,,,,,
340910,,CGMU4946658,0,MTMLA,USHOU/USHOU,Checked,,-18,,-21.81,,-18,,,,,,,,,,
261212,,CGMU4994954,0,MTMLA,DOCAU/DOCAU,Checked,,-21,,-24.49,,-21.06,,,,,,,,,,
340908,,GESU9552448,0,MTMLA,USHOU/USHOU,Checked,,-18,,-20.27,,-18.26,,,,,,,,,,
340710,,CAIU5588630,0,MTMLA,USHOU/USHOU,Checked,,-18,,-20.13,,-18,,,0,20.7,,,0,25.5,,
300810,,TCLU1144546,0,MTMLA,JMKIN/VEPBL,Unchecked,,17,,16.8,,17.6,,,,,,,,,,
300706,,BMOU9725788,0,MTMLA,JMKIN/VELAG,Unchecked,,14,,14,,15.2,,,,,,,,,,
300906,,CGMU5364538,0,MTMLA,JMKIN/VELAG,Checked,,18,,18.86,,17.99,,,,,,,,,,
300808,,CGMU5314753,0,MTMLA,JMKIN/VELAG,Checked,,18,,18.1,,18.2,,,,,,,,,,
300708,,APRU5777730,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,18,,18.6,,,,,,,,,,
301010,,GESU9590345,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,18,,18.4,,,,,,,,,,
300806,,APRU5797402,0,MTMLA,JMKIN/VELAG,Unchecked,,18,,18,,18.7,,,,,,,,,,
300910,,APRU5798939,0,MTMLA,JMKIN/JMMBJ,Unchecked,,-20,,-20.4,,-20,,,,,,,,,,
301008,,SZLU9625774,0,MTMLA,JMKIN/JMMBJ,Unchecked,,-20,,-23.7,,-20.1,,,,,,,,,,
220610,,TCLU1283074,0,MTMLA,COCTG/COCTG,Unchecked,,22,,21.7,,22.7,,,,,,,,,,
261112,,CGMU5058733,0,MTMLA,DOCAU/DOCAU,Checked,,-20,,-8.4,,14.9,,,,,,,,,,
300908,,SZLU9642200,0,MTMLA,JMKIN/JMKIN,Unchecked,,-20,,-20.7,,-19.7,,,,,,,,,,
341206,,CRSU6095972,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.1,,-17.9,,,,,,,,,,
341208,,CGMU9318470,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-18.9,,-18,,,,,,,,,,
220612,,CGMU5479780,0,MTMLA,COCTG/COCTG,Unchecked,,20,,19.39,,19.96,,,,,,,,,,
340808,,TRIU8127334,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.4,,-18,,,,,,,,,,
301006,,CGMU5242015,0,MTMLA,JMKIN/MXPGO,Checked,,-18,,-21.94,,-17.81,,,,,,,,,,
220510,,CGMU5410994,0,MTMLA,COCTG/COCTG,Unchecked,,20,,20.1,,20.6,,,,,,,,,,
340906,,CGMU5077899,0,MTMLA,USHOU/USHOU,Unchecked,,-18,,-19.6,,-18.1,,,,,,,,,,
220912,,CGMU5459124,0,ITLIV,COCTG/COCTG,Checked,,6,,6,,6.8,,,,,,,,,,
220910,,CGMU5143835,0,ITLIV,COCTG/COCTG,Checked,,10,,9.5,,10.8,,,,,,,,,,
220286,,CGMU5522103,0,ITLIV,FRMRS/FRMRS,Checked,,-18,,-23.8,,-17.3,,,,,,,,,,
220386,,TCLU1283264,0,ITLIV,FRMRS/FRMRS,Checked,,0.5,,0.56,,1.19,,,0,,,,0,25.5,,
220186,,APRU5717135,0,ITLIV,FRMRS/FRMRS,Unchecked,,1,,0.7,,1.1,,,,,,,,,,
220088,,BMOU9878827,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19,,-17.9,,,,,,,,,,
420912,,CAIU5540810,0,ITLIV,GPPTP/GPPTP,Unchecked,,12,,11.9,,12.7,,,,,,,,,,
220486,,CXRU1618128,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.4,,-18.2,,,,,,,,,,
220086,,GESU9467541,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.9,,-18.9,,,,,,,,,,
260110,,SEGU9685424,0,ITLIV,USHOU/USHOU,Checked,,-25,,-24.9,,-24.7,,,,,,,,,,
220484,,TEMU9183741,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-19.3,,-18.2,,,,,,,,,,
420910,,TLLU1042352,0,ITLIV,GPPTP/GPPTP,Unchecked,,14,,13.8,,14.7,,,,,,,,,,
220384,,TTNU8161720,0,ITLIV,FRMRS/FRMRS,Unchecked,,-18,,-18.9,,-18,,,,,,,,,,
501384,,TTNU8326310,0,ITLIV,FRMRS/FRMRS,Unchecked,,-20,,-21,,-20.1,,,,,,,,,,
450608,,CGMU3015481,0,ITGOA,MXVER,Checked,,27,,27.63,,27.54,,,,,,,,,,
450602,,CGMU3027353,0,ITGOA,MXVER,Checked,,25,,26.05,,25.92,,,,,,,,,,
420882,,APRU6109839,0,ITGOA,JMKIN/NZTRG,Unchecked,,5,,5,,5.9,,,,,,,,,,
450604,,CGMU3036822,0,ITGOA,MXVER,Unchecked,,27,,27.1,,28,,,,,,,,,,
380686,,CGMU5026546,0,ITGOA,COCTG/PAMIT,Unchecked,,16,,16,,17.8,,,,,,,,,,
380682,,CGMU5096970,0,ITGOA,COCTG/CLSAI,Unchecked,,16,,16,,18.1,,,,,,,,,,
420684,,CGMU5455242,0,ITGOA,JMKIN/NCNOU,Checked,,14,,14.1,,14.4,,,,,,,,,,
380884,,CGMU9404285,0,ITGOA,COCTG/PAMIT,Checked,,2,,2.73,,2.47,,,,,,,,,,
420682,,CRSU6016839,0,ITGOA,JMKIN/KYGEC,Unchecked,,14,,14,,14.9,,,,,,,,,,
450610,,CXRU1078800,0,ITGOA,MXVER,Unchecked,,27,,27.3,,27.9,,,,,,,,,,
300382,,GESU9586197,0,ITGOA,GPPTP,Unchecked,,-20,,-23.2,,-20.5,,,,,,,,,,
450606,,SZLU2002392,0,ITGOA,MXVER,Unchecked,,27,,27,,28,,,,,,,,,,
381084,,TRIU8185201,0,ITGOA,COCTG/CLSAI,Unchecked,,4,,4,,5.5,,,,,,,,,,
380684,,TRIU8972378,0,ITGOA,COCTG/CLSAI,Unchecked,,16,,16.1,,17.9,,,,,,,,,,
380886,,TRLU1740328,0,ITGOA,COCTG/CLSAI,Unchecked,,16,,16.2,,18.1,,,,,,,,,,
300384,,TTNU8073444,0,ITGOA,GPPTP,Unchecked,,14,,13.9,,15.3,,,,,,,,,,
380882,,TTNU8346750,0,ITGOA,COCTG/ECGYE,Unchecked,,14,,14.1,,15.2,,,,,,,,,,
381082,,TTNU8380461,0,ITGOA,COCTG/ECGYE,Unchecked,,14,,14,,14.9,,,,,,,,,,
